Wydział,Prowadzący,Nazwa przedmiotu,Typ zajęć,Kierunek
Jednostki Międzywydziałowe,mgr Urszula Broda,Język obcy (drugi) II,lek,ZiIP
Jednostki Międzywydziałowe,mgr Urszula Broda,Lektorat języka obcego (jęz. niemiecki / włoski),lek,Fil hisz
Jednostki Międzywydziałowe,mgr Urszula Broda,Lektorat języka obcego (jęz. niemiecki / włoski),lek,Fil ang
Jednostki Międzywydziałowe,dr Beata Bury,Język obcy II,lek,Tur
Jednostki Międzywydziałowe,dr Beata Bury,Język angielski I,lek,Trans
Jednostki Międzywydziałowe,dr Beata Bury,Język angielski,lek,Piel
Jednostki Międzywydziałowe,dr Beata Bury,Język angielski II,lek,Inf
Jednostki Międzywydziałowe,dr Beata Bury,Lektorat języka obcego (jęz. niemiecki / włoski),lek,Fil hisz
Jednostki Międzywydziałowe,dr Beata Bury,Język obcy,lek,Kom int
Jednostki Międzywydziałowe,dr Beata Bury,Język obcy,lek,Ped sp
Jednostki Międzywydziałowe,dr Beata Bury,Język obcy 2,lek,Bud
Jednostki Międzywydziałowe,dr Beata Bury,Język obcy,lek,Inż śr
Jednostki Międzywydziałowe,mgr Aleksandra Byrska-Cebrat,Język obcy II,lek,Tur
Jednostki Międzywydziałowe,mgr Aleksandra Byrska-Cebrat,Język obcy,lek,PPiW
Jednostki Międzywydziałowe,mgr Aleksandra Byrska-Cebrat,Język obcy 1,lek,Bud
Jednostki Międzywydziałowe,mgr Aleksandra Byrska-Cebrat,Język obcy 4,lek,Bud
Jednostki Międzywydziałowe,mgr Aleksandra Byrska-Cebrat,Język obcy 3,lek,Bud
Jednostki Międzywydziałowe,mgr Aleksandra Byrska-Cebrat,Język obcy,lek,Inż śr
Jednostki Międzywydziałowe,mgr Jerzy Ciudziński,Język obcy II,lek,AiR
Jednostki Międzywydziałowe,mgr Jerzy Ciudziński,Język obcy IV,lek,MiBM
Jednostki Międzywydziałowe,mgr Jerzy Ciudziński,Język obcy II,lek,MiBM
Jednostki Międzywydziałowe,mgr Jerzy Ciudziński,Język obcy IV,lek,EP
Jednostki Międzywydziałowe,mgr Jerzy Ciudziński,Język angielski,lek,Piel
Jednostki Międzywydziałowe,mgr Jerzy Ciudziński,Język angielski,lek,Rat
Jednostki Międzywydziałowe,mgr Jerzy Ciudziński,Język obcy 3,lek,Bud
Jednostki Międzywydziałowe,mgr Jerzy Ciudziński,Język obcy,lek,Inż śr
Jednostki Międzywydziałowe,mgr Sabina Galas-Jędruch,Język obcy II,lek,Zarz
Jednostki Międzywydziałowe,mgr Sabina Galas-Jędruch,Język obcy II,lek,AiR
Jednostki Międzywydziałowe,mgr Sabina Galas-Jędruch,Język obcy IV,lek,MiBM
Jednostki Międzywydziałowe,mgr Sabina Galas-Jędruch,Lektorat języka obcego (jęz. niemiecki / włoski),lek,Fil ang
Jednostki Międzywydziałowe,mgr Agnieszka Gawlik,Język łaciński z elem. kultury antycznej,lek,Fil pol
Jednostki Międzywydziałowe,mgr Beata Góralczyk-Rajewska,Język angielski I,lek,Trans
Jednostki Międzywydziałowe,mgr Beata Góralczyk-Rajewska,Język angielski / Język angielski III,lek,Trans
Jednostki Międzywydziałowe,mgr Beata Góralczyk-Rajewska,Język angielski IV,lek,Inf
Jednostki Międzywydziałowe,mgr Beata Góralczyk-Rajewska,Język angielski II,lek,Inf
Jednostki Międzywydziałowe,mgr Beata Góralczyk-Rajewska,Język obcy / Język obcy 3,lek,Ochr śr
Jednostki Międzywydziałowe,mgr Beata Góralczyk-Rajewska,Język obcy,lek,Fil pol
Jednostki Międzywydziałowe,mgr Ewa Górny,Język obcy IV,lek,MiBM
Jednostki Międzywydziałowe,mgr Ewa Górny,Język obcy II,lek,MiBM
Jednostki Międzywydziałowe,mgr Ewa Górny,Język obcy II,lek,EP
Jednostki Międzywydziałowe,mgr Ewa Górny,Język obcy,lek,PPiW
Jednostki Międzywydziałowe,mgr Ewa Górny,Język obcy,lek,Inż śr
Jednostki Międzywydziałowe,mgr Agnieszka Gradowska,Język angielski / Język angielski ekonomiczny,lek,Zarz
Jednostki Międzywydziałowe,mgr Agnieszka Gradowska,Język angielski / Język angielski III,lek,Trans
Jednostki Międzywydziałowe,mgr Agnieszka Gradowska,Język obcy 1,lek,Bud
Jednostki Międzywydziałowe,mgr Agnieszka Gradowska,Język obcy 2,lek,Bud
Jednostki Międzywydziałowe,mgr Agnieszka Gradowska,Język obcy,lek,Inż śr
Jednostki Międzywydziałowe,mgr Agnieszka Koczur,Język angielski / Język angielski ekonomiczny,lek,Zarz
Jednostki Międzywydziałowe,mgr Agnieszka Koczur,Język angielski / Język angielski III,lek,Trans
Jednostki Międzywydziałowe,mgr Agnieszka Koczur,Język angielski IV,lek,Inf
Jednostki Międzywydziałowe,mgr Agnieszka Koczur,Język obcy,lek,Ped
Jednostki Międzywydziałowe,mgr Agnieszka Koczur,Język obcy,lek,PPiW
Jednostki Międzywydziałowe,mgr Bożena Kordos,Język angielski / Język angielski ekonomiczny,lek,Zarz
Jednostki Międzywydziałowe,mgr Bożena Kordos,Język angielski,lek,Piel
Jednostki Międzywydziałowe,mgr Bożena Kordos,Język angielski,lek,Rat
Jednostki Międzywydziałowe,mgr Magdalena Kowalska,Język angielski,lek,Piel
Jednostki Międzywydziałowe,mgr Magdalena Kowalska,Język angielski,lek,Rat
Jednostki Międzywydziałowe,mgr Magdalena Kowalska,Język angielski IV,lek,Inf
Jednostki Międzywydziałowe,mgr Magdalena Kowalska,Lektorat języka obcego (jęz. niemiecki / włoski),lek,Fil hisz
Jednostki Międzywydziałowe,mgr Magdalena Kowalska,Język obcy,lek,Ped
Jednostki Międzywydziałowe,mgr Magdalena Kowalska,Język obcy 4,lek,Bud
Jednostki Międzywydziałowe,mgr Stanisława Markowska-Kwiatkowska,Język obcy II,lek,Zarz
Jednostki Międzywydziałowe,mgr Stanisława Markowska-Kwiatkowska,Lektorat języka obcego (jęz. niemiecki / włoski),lek,Fil ang
Jednostki Międzywydziałowe,mgr Stanisława Markowska-Kwiatkowska,Lektorat języka obcego (jęz. niemiecki / włoski),lek,Fil hisz
Jednostki Międzywydziałowe,mgr Jolanta Misik,Język angielski / Język angielski III,lek,Trans
Jednostki Międzywydziałowe,mgr Jolanta Misik,Język obcy,lek,Fil pol
Jednostki Międzywydziałowe,mgr Marzena Morawska-Gacek,Język angielski / Język angielski ekonomiczny,lek,Zarz
Jednostki Międzywydziałowe,mgr Marzena Morawska-Gacek,Język obcy II,lek,AiR
Jednostki Międzywydziałowe,mgr Marzena Morawska-Gacek,Język obcy IV,lek,MiBM
Jednostki Międzywydziałowe,mgr Marzena Morawska-Gacek,Język angielski,lek,Piel
Jednostki Międzywydziałowe,mgr Marzena Morawska-Gacek,Język angielski,lek,Rat
Jednostki Międzywydziałowe,mgr Marzena Morawska-Gacek,Język angielski II,lek,Inf
Jednostki Międzywydziałowe,mgr Marzena Morawska-Gacek,Język obcy,lek,PPiW
Jednostki Międzywydziałowe,mgr Marzena Pietras-Sadłek,Język obcy II,lek,Zarz
Jednostki Międzywydziałowe,mgr Marzena Pietras-Sadłek,Język obcy,lek,Fil pol
Jednostki Międzywydziałowe,mgr Marzena Pietras-Sadłek,Lektorat języka obcego (jęz. niemiecki / włoski),lek,Fil hisz
Jednostki Międzywydziałowe,mgr Marzena Pietras-Sadłek,Język obcy / Język obcy 3,lek,Ochr śr
Jednostki Międzywydziałowe,mgr Marzena Pietras-Sadłek,Język obcy,lek,Inż śr
Jednostki Międzywydziałowe,mgr Marzena Pietras-Sadłek,Lektorat języka obcego (jęz. niemiecki / włoski),lek,Fil ang
Jednostki Międzywydziałowe,mgr Barbara Świtka,Język angielski / Język angielski ekonomiczny,lek,Zarz
Jednostki Międzywydziałowe,mgr Barbara Świtka,Business communication / Translation in business (w jęz. ang.),ćw,Analit
Jednostki Międzywydziałowe,mgr Barbara Świtka,Język angielski,lek,Piel
Jednostki Międzywydziałowe,mgr Barbara Świtka,Język angielski II,lek,Inf
Jednostki Międzywydziałowe,mgr Ilona Szewczyk,Język angielski / Język angielski ekonomiczny,lek,Zarz
Jednostki Międzywydziałowe,mgr Ilona Szewczyk,Język obcy II,lek,Tur
Jednostki Międzywydziałowe,mgr Ilona Szewczyk,Język obcy II,lek,AiR
Jednostki Międzywydziałowe,mgr Ilona Szewczyk,Język obcy IV,lek,MiBM
Jednostki Międzywydziałowe,mgr Ilona Szewczyk,Język angielski IV,lek,Inf
Jednostki Międzywydziałowe,mgr Ilona Szewczyk,Język angielski II,lek,Inf
Jednostki Międzywydziałowe,mgr Ilona Szewczyk,Język obcy,lek,Kom int
Jednostki Międzywydziałowe,mgr Agnieszka Szwabowicz-Janosz,Język angielski,lek,Piel
Jednostki Międzywydziałowe,mgr Agnieszka Szwabowicz-Janosz,Język angielski IV,lek,Inf
Jednostki Międzywydziałowe,mgr Agnieszka Szwabowicz-Janosz,Lektorat języka obcego (jęz. niemiecki / włoski),lek,Fil hisz
Jednostki Międzywydziałowe,mgr Agnieszka Szwabowicz-Janosz,Język obcy,lek,Kom int
Jednostki Międzywydziałowe,mgr Janusz Cyran,Wychowanie fizyczne,ćw,Analit
Jednostki Międzywydziałowe,mgr Janusz Cyran,Wychowanie fizyczne II,ćw,Tur
Jednostki Międzywydziałowe,mgr Janusz Cyran,Wychowanie fizyczne,ćw,Piel
Jednostki Międzywydziałowe,mgr Janusz Cyran,Wychowanie fizyczne,ćw,Rat
Jednostki Międzywydziałowe,mgr Janusz Cyran,Wychowanie Fizyczne,ćw,Fil ang
Jednostki Międzywydziałowe,mgr Janusz Cyran,Wychowanie fizyczne,ćw,Kom int
Jednostki Międzywydziałowe,mgr Paweł Gradowski,Wychowanie fizyczne,ćw,Zzl
Jednostki Międzywydziałowe,mgr Paweł Gradowski,Wychowanie fizyczne,ćw,Zarz
Jednostki Międzywydziałowe,mgr Paweł Gradowski,Wychowanie fizyczne II,ćw,Tur
Jednostki Międzywydziałowe,mgr Paweł Gradowski,Wychowanie fizyczne II,ćw,Trans
Jednostki Międzywydziałowe,mgr Paweł Gradowski,Wychowanie fizyczne,ćw,AiR
Jednostki Międzywydziałowe,mgr Paweł Gradowski,Wychowanie fizyczne,ćw,EP
Jednostki Międzywydziałowe,mgr Paweł Gradowski,Wychowanie fizyczne,ćw,MiBM
Jednostki Międzywydziałowe,mgr Paweł Gradowski,Wychowanie fizyczne,ćw,Piel
Jednostki Międzywydziałowe,mgr Paweł Gradowski,Wychowanie fizyczne,ćw,Inf
Jednostki Międzywydziałowe,mgr Paweł Gradowski,Wychowanie fizyczne,ćw,ZiIP
Jednostki Międzywydziałowe,mgr Paweł Gradowski,Wychowanie fizyczne 2,ćw,Bud
Jednostki Międzywydziałowe,mgr Paweł Gradowski,Wychowanie fizyczne,ćw,Inż śr
Jednostki Międzywydziałowe,dr Jolanta Kędzior,Wychowanie fizyczne,ćw,Piel
Jednostki Międzywydziałowe,dr Jolanta Kędzior,Wychowanie fizyczne,ćw,Rat
Jednostki Międzywydziałowe,dr Jolanta Kędzior,Wychowanie Fizyczne,ćw,Fil hisz
Jednostki Międzywydziałowe,dr Jolanta Kędzior,Wychowanie fizyczne,ćw,Fil pol
Jednostki Międzywydziałowe,dr Jolanta Kędzior,Wychowanie fizyczne,ćw,Kom int
Jednostki Międzywydziałowe,dr Jolanta Kędzior,Wychowanie fizyczne,ćw,PPiW
Jednostki Międzywydziałowe,mgr Piotr Targosz,Wychowanie Fizyczne,ćw,Fil ang
Jednostki Międzywydziałowe,mgr Piotr Targosz,Wychowanie fizyczne,ćw,Ped
Wydział Budowy Maszyn i Informatyki,dr Mirosław Adamek,Statystyka opisowa,wyk,Zzl
Wydział Budowy Maszyn i Informatyki,dr Mirosław Adamek,Statystyka i probabilistyka,ćw,AiR
Wydział Budowy Maszyn i Informatyki,dr Mirosław Adamek,Statystyka i probabilistyka,wyk,AiR
Wydział Budowy Maszyn i Informatyki,dr Mirosław Adamek,Matematyka inżynierska II,wyk,MiBM
Wydział Budowy Maszyn i Informatyki,dr Mirosław Adamek,Metody probabilistyczne i statystyka,ćw,Inf
Wydział Budowy Maszyn i Informatyki,dr Mirosław Adamek,Metody probabilistyczne i statystyka,wyk,Inf
Wydział Budowy Maszyn i Informatyki,dr Mirosław Adamek,Analiza matematyczna II,ćw,Inf
Wydział Budowy Maszyn i Informatyki,dr Mirosław Adamek,Matematyka II,ćw,ZiIP
Wydział Budowy Maszyn i Informatyki,dr Mirosław Adamek,Matematyka II,wyk,ZiIP
Wydział Budowy Maszyn i Informatyki,dr Dawid Kotrys,Matematyka II,ćw,Trans
Wydział Budowy Maszyn i Informatyki,dr Dawid Kotrys,Matematyka II,wyk,Trans
Wydział Budowy Maszyn i Informatyki,dr Dawid Kotrys,Analiza matematyczna II,ćw,Inf
Wydział Budowy Maszyn i Informatyki,dr Dawid Kotrys,Analiza matematyczna II,wyk,Inf
Wydział Budowy Maszyn i Informatyki,dr Bartosz Micherda,Analiza matematyczna II,ćw,AiR
Wydział Budowy Maszyn i Informatyki,dr Bartosz Micherda,Analiza matematyczna II,wyk,AiR
Wydział Budowy Maszyn i Informatyki,dr Bartosz Micherda,Statystyka i probabilistyka,ćw,MiBM
Wydział Budowy Maszyn i Informatyki,dr Bartosz Micherda,Statystyka i probabilistyka,wyk,MiBM
Wydział Budowy Maszyn i Informatyki,dr Bartosz Micherda,Matematyka,wyk,Mt
Wydział Budowy Maszyn i Informatyki,dr Jacek Mrowiec,Algorytmy i struktury danych,wyk,Inf
Wydział Budowy Maszyn i Informatyki,dr Jacek Mrowiec,Algorytmy i struktury danych,lab,Inf
Wydział Budowy Maszyn i Informatyki,dr inż. Elżbieta Sadowska-Owczorz,Algorytmy i struktury danych,lab,Inf
Wydział Budowy Maszyn i Informatyki,mgr inż. Dorota Śliwińska,Statystyka opisowa,ćw,Zzl
Wydział Budowy Maszyn i Informatyki,mgr inż. Dorota Śliwińska,Mathematical analysis (przedmiot obieralny),ćw,MiBM
Wydział Budowy Maszyn i Informatyki,mgr inż. Dorota Śliwińska,Matematyka inżynierska II,ćw,MiBM
Wydział Budowy Maszyn i Informatyki,mgr inż. Dorota Śliwińska,Matematyka inżynierska II,ćw,EP
Wydział Budowy Maszyn i Informatyki,mgr inż. Dorota Śliwińska,Metody probabilistyczne i statystyka,ćw,Inf
Wydział Budowy Maszyn i Informatyki,mgr inż. Dorota Śliwińska,Matematyka,ćw,Bud
Wydział Budowy Maszyn i Informatyki,dr hab. Szymon Wąsowicz,Matematyka inżynierska II,ćw,EP
Wydział Budowy Maszyn i Informatyki,dr hab. Szymon Wąsowicz,Matematyka inżynierska II,wyk,EP
Wydział Budowy Maszyn i Informatyki,dr hab. Szymon Wąsowicz,Mathematical analysis (przedmiot obieralny),wyk,MiBM
Wydział Budowy Maszyn i Informatyki,dr hab. Szymon Wąsowicz,Analiza macierzowa,wyk,Inf
Wydział Budowy Maszyn i Informatyki,dr hab. Szymon Wąsowicz,Analiza macierzowa,ćw,Inf
Wydział Budowy Maszyn i Informatyki,dr Tomasz Zgraja,Matematyka inżynierska II,wyk,EP
Wydział Budowy Maszyn i Informatyki,dr Tomasz Zgraja,Matematyka inżynierska II,wyk,MiBM
Wydział Budowy Maszyn i Informatyki,dr Tomasz Zgraja,Matematyka 2,wyk,Inż śr
Wydział Budowy Maszyn i Informatyki,dr Tomasz Zgraja,Matematyka,ćw,Inż śr
Wydział Budowy Maszyn i Informatyki,dr Tomasz Zgraja,Matematyka,wyk,Inż śr
Wydział Budowy Maszyn i Informatyki,dr Tomasz Zgraja,Zaawansowana matematyka,ćw,Bud
Wydział Budowy Maszyn i Informatyki,dr Tomasz Zgraja,Zaawansowana matematyka,wyk,Bud
Wydział Budowy Maszyn i Informatyki,dr Tomasz Zgraja,Matematyka 2,ćw,Bud
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Augustynek,Programowanie dla Internetu w technologii ASP.NET,lab,Inf
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Augustynek,Programowanie IV,lab,Inf
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Augustynek,Artificial Intelligence Methods,lab,Erasmus
Wydział Budowy Maszyn i Informatyki,mgr inż. Ewa Bebek,Sterowanie sekwencyjne,lab,AiR
Wydział Budowy Maszyn i Informatyki,mgr inż. Ewa Bebek,Monitoring w przemyśle,wyk,AiR
Wydział Budowy Maszyn i Informatyki,mgr inż. Ewa Bebek,Monitoring w przemyśle,lab,AiR
Wydział Budowy Maszyn i Informatyki,mgr inż. Ewa Bebek,Układy przełączające,wyk,AiR
Wydział Budowy Maszyn i Informatyki,mgr inż. Ewa Bebek,Systemy wizualizacji SCADA,wyk,Mt
Wydział Budowy Maszyn i Informatyki,mgr inż. Ewa Bebek,Programowalne sterowniki PAC,wyk,Mt
Wydział Budowy Maszyn i Informatyki,mgr inż. Ewa Bebek,Programowalne sterowniki PAC,lab,Mt
Wydział Budowy Maszyn i Informatyki,dr inż. Piotr Danielczyk,Modelowanie wspomagające projektowanie maszyn,lab,MiBM
Wydział Budowy Maszyn i Informatyki,dr inż. Piotr Danielczyk,Podstawy CAD i modelowanie 3D,lab,MiBM
Wydział Budowy Maszyn i Informatyki,dr inż. Piotr Danielczyk,Modelowanie wspomagające projektowanie maszyn,lab,Mt
Wydział Budowy Maszyn i Informatyki,mgr inż. Adam Jabłoński,Podstawy robotyki II,ćw,AiR
Wydział Budowy Maszyn i Informatyki,mgr inż. Adam Jabłoński,Napędy i programowanie robotów,lab,AiR
Wydział Budowy Maszyn i Informatyki,mgr inż. Adam Jabłoński,Sterowanie procesami ciągłymi,ćw,AiR
Wydział Budowy Maszyn i Informatyki,mgr inż. Adam Jabłoński,Robotyzacja stanowisk mechatronicznych,lab,Mt
Wydział Budowy Maszyn i Informatyki,mgr inż. Adam Jabłoński,Wybrane zagadnienia teorii sterowania,ćw,Mt
Wydział Budowy Maszyn i Informatyki,dr inż. Jarosław Janusz,Podstawy teorii sygnałów i systemów,ćw,AiR
Wydział Budowy Maszyn i Informatyki,dr inż. Jarosław Janusz,Podstawy teorii sygnałów i systemów,wyk,AiR
Wydział Budowy Maszyn i Informatyki,dr inż. Jarosław Janusz,Podstawy teorii sygnałów i systemów,lab,AiR
Wydział Budowy Maszyn i Informatyki,dr inż. Jarosław Janusz,Drgania mechaniczne,wyk,MiBM
Wydział Budowy Maszyn i Informatyki,dr inż. Jarosław Janusz,Podstawy automatyki i robotyki,ćw,MiBM
Wydział Budowy Maszyn i Informatyki,dr inż. Jarosław Janusz,Podstawy automatyki i robotyki,wyk,MiBM
Wydział Budowy Maszyn i Informatyki,dr inż. Jarosław Janusz,Systemy bezpieczeństwa maszyn i urządzeń,wyk,Mt
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dariusz Jędrzejczyk,Metaloznawstwo II,wyk,MiBM
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dariusz Jędrzejczyk,Metaloznawstwo II,lab,MiBM
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dariusz Jędrzejczyk,Współczesne materiały inżynierskie,wyk,MiBM
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dariusz Jędrzejczyk,Przemysł 4.0,proj,Mt
Wydział Budowy Maszyn i Informatyki,mgr inż. Ryszard Klecki,Mechanika płynów,lab,MiBM
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Kopeć,Wytrzymałość materiałów I,ćw,EP
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Kopeć,Mechanika płynów,wyk,MiBM
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Kopeć,Urządzenia pneumatyczne i hydrauliczne,ćw,MiBM
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Kopeć,Wytrzymałość materiałów I,ćw,MiBM
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Kopeć,Mechanika płynów,ćw,MiBM
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Kopeć,Mechanika płynów,wyk,AiR
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Kopeć,Mechatronika,wyk,AiR
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Kopeć,Sieci neuronowe w automatyce,wyk,AiR
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Kopeć,Fundamentals of Machine Component Design and Processing,wyk,Erasmus
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Jacek Kłosiński,Sterowanie procesami ciągłymi,wyk,AiR
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Marszałek,Podstawy CAD i modelowanie 3D,lab,EP
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Marszałek,Algorytmy optymalizacji,wyk,AiR
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Marszałek,Podstawy sterowania optymalnego,wyk,AiR
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Marszałek,Wspomaganie decyzji w praktyce inżynierskiej,lab,Mt
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Marszałek,Operational Research,wyk,Erasmus
Wydział Budowy Maszyn i Informatyki,mgr inż. Marcin Pawlik,Systemy czasu rzeczywistego,lab,AiR
Wydział Budowy Maszyn i Informatyki,mgr inż. Marcin Pawlik,Układy przełączające,lab,AiR
Wydział Budowy Maszyn i Informatyki,mgr inż. Marcin Pawlik,Symulacja procesów zrobotyzowanych,lab,Mt
Wydział Budowy Maszyn i Informatyki,mgr inż. Marcin Pawlik,Robotyzacja stanowisk mechatronicznych,lab,Mt
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dorota Pawlus,Wytrzymałość materiałów I,wyk,EP
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dorota Pawlus,Wytrzymałość materiałów I,ćw,MiBM
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dorota Pawlus,Wytrzymałość materiałów I,wyk,MiBM
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dorota Pawlus,Wytrzymałość kompozytów i teoria sprężystości,wyk,MiBM
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dorota Pawlus,Wytrzymałość materiałów I,ćw,AiR
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dorota Pawlus,Wytrzymałość materiałów I,wyk,AiR
Wydział Budowy Maszyn i Informatyki,dr inż. Marek Praszkiewicz,Grafika inżynierska II (Rysunek techniczny),proj,MiBM
Wydział Budowy Maszyn i Informatyki,dr inż. Marek Praszkiewicz,Podstawy konstrukcji maszyn I,proj,MiBM
Wydział Budowy Maszyn i Informatyki,dr inż. Marek Praszkiewicz,Podstawy konstrukcji maszyn II,wyk,MiBM
Wydział Budowy Maszyn i Informatyki,dr inż. Marek Praszkiewicz,Podstawy konstrukcji maszyn I,wyk,MiBM
Wydział Budowy Maszyn i Informatyki,dr inż. Marek Praszkiewicz,Podstawy konstrukcji maszyn II,proj,MiBM
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Izabella Rajzer,Materiały i tworzywa sztuczne w budowie pojazdów,wyk,EP
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Izabella Rajzer,Metaloznawstwo II,wyk,MiBM
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Izabella Rajzer,Tworzywa sztuczne i materiały ceramiczne,wyk,MiBM
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Izabella Rajzer,Nauka o materiałach I,wyk,ZiIP
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Izabella Rajzer,Nauka o materiałach I,lab,ZiIP
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Izabella Rajzer,Nauka o materiałach I,ćw,ZiIP
Wydział Budowy Maszyn i Informatyki,dr inż. Jacek Rysiński,Grafika inżynierska II (Rysunek techniczny),wyk,MiBM
Wydział Budowy Maszyn i Informatyki,dr inż. Jacek Rysiński,Podstawy konstrukcji maszyn,wyk,AiR
Wydział Budowy Maszyn i Informatyki,dr inż. Jacek Rysiński,Praca przejściowa,proj,Mt
Wydział Budowy Maszyn i Informatyki,dr inż. Marcin Sidzina,Systemy czasu rzeczywistego,wyk,AiR
Wydział Budowy Maszyn i Informatyki,dr inż. Marcin Sidzina,Systemy czasu rzeczywistego,lab,AiR
Wydział Budowy Maszyn i Informatyki,dr inż. Marcin Sidzina,Technologie cyfrowych bliźniaków,proj,MiBM
Wydział Budowy Maszyn i Informatyki,dr inż. Marcin Sidzina,Systemy SCADA w zarządzaniu produkcją,wyk,MiBM
Wydział Budowy Maszyn i Informatyki,dr inż. Marcin Sidzina,Symulacja procesów zrobotyzowanych,lab,Mt
Wydział Budowy Maszyn i Informatyki,dr inż. Marcin Sidzina,Systemy wizualizacji SCADA,wyk,Mt
Wydział Budowy Maszyn i Informatyki,dr inż. Marcin Sidzina,Praca przejściowa,proj,Mt
Wydział Budowy Maszyn i Informatyki,dr inż. Wojciech Skotnicki,Podstawy systemów operacyjnych,lab,AiR
Wydział Budowy Maszyn i Informatyki,mgr inż. Mateusz Śliwka,Wytrzymałość materiałów I,ćw,AiR
Wydział Budowy Maszyn i Informatyki,mgr inż. Mateusz Śliwka,Wytrzymałość materiałów III,lab,EP
Wydział Budowy Maszyn i Informatyki,mgr inż. Mateusz Śliwka,Mechanika płynów II,lab,EP
Wydział Budowy Maszyn i Informatyki,mgr inż. Mateusz Śliwka,Mechanika płynów,lab,MiBM
Wydział Budowy Maszyn i Informatyki,mgr inż. Mateusz Śliwka,Wytrzymałość materiałów II,lab,MiBM
Wydział Budowy Maszyn i Informatyki,mgr inż. Mateusz Śliwka,Mechanika płynów I,ćw,MiBM
Wydział Budowy Maszyn i Informatyki,dr inż. Arkadiusz Trąbka,Napędy i programowanie robotów,wyk,AiR
Wydział Budowy Maszyn i Informatyki,dr inż. Arkadiusz Trąbka,Języki programowania robotów,lab,AiR
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Ireneusz Wróbel,Podstawy CAD,proj,AiR
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Ireneusz Wróbel,Zaawansowane systemy CAD,lab,MiBM
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Ireneusz Wróbel,Seminarium dyplomowe II,sem,MiBM
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Ireneusz Wróbel,Praca przejściowa,proj,MiBM
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Ireneusz Wróbel,Komputerowe wspomaganie konstruowania,proj,MiBM
Wydział Budowy Maszyn i Informatyki,mgr inż. Michał Brzozowski,Badania i diagnostyka pojazdów,lab,EP
Wydział Budowy Maszyn i Informatyki,mgr inż. Kacper Cieślar,Badania i diagnostyka silników,lab,EP
Wydział Budowy Maszyn i Informatyki,mgr inż. Kacper Cieślar,Budowa i eksploatacja silników I,ćw,EP
Wydział Budowy Maszyn i Informatyki,mgr inż. Kacper Cieślar,Budowa i eksploatacja pojazdów I,ćw,EP
Wydział Budowy Maszyn i Informatyki,mgr inż. Kacper Cieślar,Statystyka medyczna,lab,Piel
Wydział Budowy Maszyn i Informatyki,mgr inż. Kacper Cieślar,Eksploatacja i technologia napraw maszyn,lab,MiBM
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Harlecki,Podstawy mechaniki II,wyk,AiR
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Harlecki,Mechanika techniczna II,wyk,EP
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Harlecki,Podstawy dynamiki maszyn,wyk,EP
