Wydział,Katedra,Koordynator,Przedmiot,Typ
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Harat Andrzej,Ppiowi - Podstawy prawa i ochrona własności intelektualnych,wykład
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Harat Andrzej,Tirfp - Tworzenie i rozwój form przedsiębiorczości,wykład
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Jachniak Ewa,Bieo - Biologia i ekologia ogólna,laboratorium
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Jachniak Ewa,Sup - Synantropizacja układów przyrodniczych,ćwiczenia
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Jaguś Andrzej,Giog - Gleboznawstwo i ochrona gleb,wykład
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Jaguś Andrzej,Uwpip - Ujęcia wód powierzchniowych i podziemnych,wykład
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Juraszek Janusz,Mo - Metody obliczeniowe,wykład
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Juraszek Janusz,Wm1 - Wytrzymałość materiałów 1,wykład
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Juzwa Anna,Fs - Fundamenty specjalne,wykład
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Juzwa Anna,Mg - Mechanika gruntów,wykład
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Juzwa Anna,Zb - Zielone budownictwo,wykład
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,KB Vacat 1,Kb1 - Konstrukcje betonowe 1,projektowanie
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Kobiela-Mendrek Katarzyna,Nibsi - Niezawodność i bezpieczeństwo systemów inż.,wykład
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Kobiela-Mendrek Katarzyna,Pm - Podstawy metrologii,wykład
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Kowolik Marek,Km2 - Konstrukcje metalowe 2,projektowanie
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Kowolik Marek,Mo - Metody obliczeniowe,laboratorium
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Kozak Janusz,Mel - Melioracje,projektowanie
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Kuglarz Mariusz,Go - Gospodarka odpadami,wykład
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Kuglarz Mariusz,Mkwiś - Metody kontrolii wód i ścieków,laboratorium
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Kukulski Tomasz,F2 - Fizyka 2,laboratorium
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Kukulski Tomasz,Fiz - Fizyka,laboratorium
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Machnicka Alicja,Bjwu - Badania jakościowe wody użytkowej,wykład
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Machnicka Alicja,Bwiś - Biotechnologia wody i ścieków,wykład
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Machnicka Alicja,Sd - Seminarium dyplomowe,nieznany
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Madzia Marek,Higw - Hydrologia i gospodarka wodna,wykład
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Madzia Marek,Hih - Hydraulika i hydrologia,projektowanie
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Madzia Marek,Ph - Prognozy hydrologiczne,laboratorium
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Madzia Marek,Zastępstwo za Vacat1 - Zastępstwo za Vacat1,nieznany
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Madzia Marek,Zwwm - Zarządzanie wodą w mieście,wykład
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Michalski Krzysztof,Oiznpwkph3 - Organizacja i zarządzanie nowoczesnym przedsiębiorstwem wodno-kanalizacyjnym - przedmiot human./społ. 3,wykład
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Mrowiec Bożena,Mkwiś - Metody kontrolii wód i ścieków,wykład
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Mrowiec Bożena,Mś - Monitoring środowiska,wykład
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Mrowiec Bożena,Sesja poprawkowa 28.02 - Sesja poprawkowa 28.02,nieznany
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Mrowiec Bożena,Soś - Systemy oczyszczania ścieków,wykład
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Nguyen Giang,Mg - Mechanika gruntów,laboratorium
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Pająk Zbigniew,Sesja poprawkowa 01.03 - Sesja poprawkowa 01.03,nieznany
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Pietraszko Ewa,Cś - Chemia środowiska,laboratorium
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Pietraszko Ewa,Rt - Rysunek techniczny,projektowanie
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Przywara Lucyna,Nibsi - Niezawodność i bezpieczeństwo systemów inż.,wykład
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Przywara Lucyna,Tp - Technologie proekologiczne,wykład
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Rom Monika,Bio - Biomimetics,laboratorium
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Salachna Anna,Bieo - Biologia i ekologia ogólna,wykład
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Salachna Anna,Bio - Biocenologia,ćwiczenia
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Salachna Anna,Mbib - Monitoring biologiczny i bioindykacja,wykład
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Salachna Anna,Zś - Zarządzanie środowiskiem,ćwiczenia
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Siry Roman,GizeC - Grafika inżynierska z elementami CAD,laboratorium
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Siry Roman,Kd - Konstrukcje drewniane,projektowanie
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Suchanek-Gabzdyl Ewa,GizeC - Grafika inżynierska z elementami CAD,projektowanie
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Suchanek-Gabzdyl Ewa,Zwwm - Zarządzanie wodą w mieście,projektowanie
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Walusiak Hubert,GizeC - Grafika inżynierska z elementami CAD,laboratorium
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Walusiak Hubert,P3wb - Prototypowanie 3D w budownictwie,projektowanie
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Walusiak Hubert,Rt - Rysunek techniczny,projektowanie
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Wierzbińska Monika,Go - Gospodarka odpadami,projektowanie
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Wierzbińska Monika,Mś - Monitoring środowiska,wykład
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Wierzbińska Monika,Ptp - Podstawy technologii przemysłowych,wykład
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Wyszomirski Mirosław,Cś - Chemia środowiska,wykład
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Wyszomirski Mirosław,Hwph2 - Historia wynalazku - przedmiot human./społ. 2,wykład
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Żak Anna,Nbk - Nowoczesne budownictwo komunikacyjne,wykład
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Zamorowski Jan,Sesja poprawkowa 28.02 - Sesja poprawkowa 28.02,nieznany
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Żarnowiec Jan,Bieo - Biologia i ekologia ogólna,wykład
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Żelazny Henryk,Bo2 - Budownictwo ogólne 2,projektowanie
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Żelazny Henryk,Km - Konstrukcje murowe,projektowanie
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",I25 Nauk Inżynieryjnych,Żelazny Henryk,Sesja poprawkowa 01.03 - Sesja poprawkowa 01.03,nieznany
Wydział Zarządzania i Transportu,K31 Zarządzania,Barcik Agnieszka,Owi - Ochrona własności intelektualnej,wykład
Wydział Zarządzania i Transportu,K31 Zarządzania,Barcik Agnieszka,Pg - Prawo gospodarcze,wykład
Wydział Zarządzania i Transportu,K31 Zarządzania,Barcik Agnieszka,Pra - Prawo,wykład
Wydział Zarządzania i Transportu,K31 Zarządzania,Barcik Agnieszka,S - Seminarium,wykład
Wydział Zarządzania i Transportu,K31 Zarządzania,Biesok Grzegorz,So - Statystyka opisowa,wykład
Wydział Zarządzania i Transportu,K31 Zarządzania,Biesok Grzegorz,Zj - Zarządzanie jakością,wykład
Wydział Zarządzania i Transportu,K31 Zarządzania,Biesok Grzegorz,Zp - Zarządzanie procesami,wykład
Wydział Zarządzania i Transportu,K31 Zarządzania,Bylinko Leszek,Iwz - Informatyka w zarządzaniu,wykład
Wydział Zarządzania i Transportu,K31 Zarządzania,Bylinko Leszek,Ld - Logistyka dystrybucji,wykład
Wydział Zarządzania i Transportu,K31 Zarządzania,Bylinko Leszek,Nkl - Nowoczesne koncepcje logistyczne,nieznany
Wydział Zarządzania i Transportu,K31 Zarządzania,Bylinko Leszek,Sesja egzaminacyjna 28.02 - Sesja egzaminacyjna 28.02,nieznany
Wydział Zarządzania i Transportu,K31 Zarządzania,Bylinko Leszek,Stz - Systemy transportu zbiorowego,wykład
Wydział Zarządzania i Transportu,K31 Zarządzania,Bylinko Leszek,Zl - Zarządzanie logistyczne,wykład
Wydział Zarządzania i Transportu,K31 Zarządzania,Bylinko Leszek,Zm - Zarządzanie mobilnością,wykład
Wydział Zarządzania i Transportu,K31 Zarządzania,Bylinko Leszek,Złd - Zarządzanie łańcuchem dostaw,wykład
Wydział Zarządzania i Transportu,K31 Zarządzania,Dziwiński Piotr,Owi - Ochrona własności intelektualnej,wykład
Wydział Zarządzania i Transportu,K31 Zarządzania,Dziwiński Piotr,P - Prawo,wykład
Wydział Zarządzania i Transportu,K31 Zarządzania,Dziwiński Piotr,Pa - Prawo autorskie,wykład
Wydział Zarządzania i Transportu,K31 Zarządzania,Dziwiński Piotr,Ppwt - Podstawy prawne w transporcie,wykład
Wydział Zarządzania i Transportu,K31 Zarządzania,Dziwiński Piotr,Pu - Projekty unijne,wykład
Wydział Zarządzania i Transportu,K31 Zarządzania,Dziwiński Piotr,Zp - Zarządzanie projektami,ćwiczenia
Wydział Zarządzania i Transportu,K31 Zarządzania,Dziwiński Piotr,Zso - Zarządzanie społecznie odpowiedzialne,ćwiczenia
Wydział Zarządzania i Transportu,K31 Zarządzania,Gajewska Paulina,Kpz - Kreowanie przestrzeni zawodowej,nieznany
Wydział Zarządzania i Transportu,K31 Zarządzania,Gajewska Paulina,Zj - Zarządzanie jakością,wykład
Wydział Zarządzania i Transportu,K31 Zarządzania,Gajewska Paulina,Zju - Zarządzanie jakością usług,wykład
Wydział Zarządzania i Transportu,K31 Zarządzania,Jakubiec Marcin,Osz - Ocena systemów zarządzania,wykład
Wydział Zarządzania i Transportu,K31 Zarządzania,Jakubiec Marcin,Pj - Podstawy jakości,wykład
Wydział Zarządzania i Transportu,K31 Zarządzania,Jakubiec Marcin,Pl - Podstawy logistyki,wykład
Wydział Zarządzania i Transportu,K31 Zarządzania,Jakubiec Marcin,Pszj - Projektowanie systemów zarządzania jakością,wykład
Wydział Zarządzania i Transportu,K31 Zarządzania,Jakubiec Marcin,S - Seminarium,ćwiczenia
Wydział Zarządzania i Transportu,K31 Zarządzania,Jakubiec Marcin,So - Statystyka opisowa,ćwiczenia
Wydział Zarządzania i Transportu,K31 Zarządzania,Jakubiec Marcin,Zj - Zarządzanie jakością,ćwiczenia
Wydział Zarządzania i Transportu,K31 Zarządzania,Jakubiec Marcin,Zk - Zarządzanie kryzysowe,wykład
Wydział Zarządzania i Transportu,K31 Zarządzania,Owsiak Dariusz,Iwz - Informatyka w zarządzaniu,laboratorium
Wydział Zarządzania i Transportu,K31 Zarządzania,Owsiak Dariusz,Ld - Logistyka dystrybucji,ćwiczenia
Wydział Zarządzania i Transportu,K31 Zarządzania,Owsiak Dariusz,Nkl - Nowoczesne koncepcje logistyczne,nieznany
Wydział Zarządzania i Transportu,K31 Zarządzania,Owsiak Dariusz,Zl - Zarządzanie logistyczne,ćwiczenia
Wydział Zarządzania i Transportu,K31 Zarządzania,Owsiak Dariusz,Zz - Zarządzanie zapasami,ćwiczenia
Wydział Zarządzania i Transportu,K31 Zarządzania,Owsiak Dariusz,Złd - Zarządzanie łańcuchem dostaw,ćwiczenia
Wydział Zarządzania i Transportu,K31 Zarządzania,Słowiak Barbara,Bsz - Branżowe systemy zarządzania,ćwiczenia
Wydział Zarządzania i Transportu,K31 Zarządzania,Słowiak Barbara,Iwz - Informatyka w zarządzaniu,laboratorium
Wydział Zarządzania i Transportu,K31 Zarządzania,Słowiak Barbara,Osz - Ocena systemów zarządzania,ćwiczenia
Wydział Zarządzania i Transportu,K31 Zarządzania,Słowiak Barbara,Pszj - Projektowanie systemów zarządzania jakością,projektowanie
Wydział Zarządzania i Transportu,K31 Zarządzania,Słowiak Barbara,Tqm(ja) - Total quality management (w jęz.ang.),nieznany
Wydział Zarządzania i Transportu,K31 Zarządzania,Słowiak Barbara,Zj - Zarządzanie jakością,ćwiczenia
Wydział Zarządzania i Transportu,K31 Zarządzania,Słowiak Barbara,Zp - Zarządzanie projektami,ćwiczenia
Wydział Zarządzania i Transportu,K31 Zarządzania,Wyród-Wróbel Jolanta,Zl - Zarządzanie logistyczne,ćwiczenia
Wydział Zarządzania i Transportu,K31 Zarządzania,Wyród-Wróbel Jolanta,Zp - Zarządzanie projektami,ćwiczenia
Wydział Zarządzania i Transportu,K31 Zarządzania,Żyminkowski Tomasz,C - Controlling,nieznany
Wydział Zarządzania i Transportu,K31 Zarządzania,Żyminkowski Tomasz,M - Marketing,wykład
Wydział Zarządzania i Transportu,K31 Zarządzania,Żyminkowski Tomasz,Mi - Marketing internetowy,wykład
Wydział Zarządzania i Transportu,K31 Zarządzania,Żyminkowski Tomasz,Nits - Negocjacje i techniki sprzedaży,wykład
Wydział Zarządzania i Transportu,K31 Zarządzania,Żyminkowski Tomasz,Ppdg/Pp - Podstawy prowadzenia działalności gospodarczej / Podstawy przedsiębiorczości,wykład
Wydział Zarządzania i Transportu,K31 Zarządzania,Żyminkowski Tomasz,To - Techniki operacyjne,wykład
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Bąk-Szołucha Aneta,Gps/Zgtii - Globalne procesy społeczne / Zjawiska globalne: teorie i interpretacje,nieznany
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Bąk-Szołucha Aneta,Gps/Zgtiig - Globalne procesy społeczne / Zjawiska globalne: teorie i interpretacje globalizacyjne,nieznany
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Bąk-Szołucha Aneta,K - Konwersatorium,projektowanie
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Bąk-Szołucha Aneta,Kw/Kwb - Komunikacja wewnętrzna / Komunikacja w biznesie,projektowanie
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Bąk-Szołucha Aneta,Ppr - Podstawy public relations,wykład
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Bąk-Szołucha Aneta,Ps - Podstawy socjologii,ćwiczenia
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Bąk-Szołucha Aneta,Si - Społeczeństwo informacyjne,nieznany
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Bąk-Szołucha Aneta,Sl - Seminarium licencjackie,nieznany
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Bąk-Szołucha Aneta,Sr/Pr - Socjologia reklamy / Psychologia reklamy,wykład
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Bąk-Szołucha Aneta,Zzl - Zarządzanie zasobami ludzkimi,nieznany
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Bieńkowska Beata,BDSP(ja) - Business Development Support Policy (w jęz.ang.),projektowanie
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Bieńkowska Beata,Bdsp(ja) - Business development support policy (w jęz.ang.),wykład
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Bieńkowska Beata,Dm(ja) - Diversity management (w jęz. ang.),wykład
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Bieńkowska Beata,M - Mikroekonomia,wykład
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Bieńkowska Beata,Pe - Podstawy ekonomii,wykład
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Bieńkowska Beata,Peirp - Polityka edukacyjna i rynek pracy,wykład
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Bieńkowska Beata,Sb(ja) - Small business (w jęz.ang.),ćwiczenia
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Bieńkowska Beata,Zo - Zarządzanie oświatą,ćwiczenia
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Czerwińska-Lubszczyk Agnieszka,IwU - Instytucje w UE,wykład
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Czerwińska-Lubszczyk Agnieszka,Kip - Kadry i płace,ćwiczenia
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Czerwińska-Lubszczyk Agnieszka,Konsultacje (L) - Konsultacje (L),nieznany
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Czerwińska-Lubszczyk Agnieszka,M - Makroekonomia,wykład
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Czerwińska-Lubszczyk Agnieszka,Pii - Przedsiębiorczość i innowacje,wykład
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Dusza Dominika,Arf - Analiza rynków finansowych,projektowanie
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Dusza Dominika,Fp - Finanse przedsiębiorstw,wykład
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Dusza Dominika,Fzt - Finanse zielonej transformacji,wykład
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Dusza Dominika,Nwaeb - Narzędzia w analizie ekonomicznej biznesu,ćwiczenia
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Dusza Dominika,Wdfm - Wprowadzenie do finansów międzynarodowych,ćwiczenia
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Dzień Mirosław,Ewa - Etyka w administracji,wykład
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Dzień Mirosław,F - Filozofia,ćwiczenia
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Dzień Mirosław,Pewb - Problemy etyczne w biznesie,nieznany
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Dzień Mirosław,S - Seminarium,ćwiczenia
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Gąsiorek-Madzia Sylwia,Pewb - Problemy etyczne w biznesie,nieznany
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Gąsiorek-Madzia Sylwia,Pwa - PR w administracji,wykład
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Gąsiorek-Madzia Sylwia,S - Seminarium,nieznany
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Gąsiorek-Madzia Sylwia,Wo - Współczesne organizacje,wykład
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Gąsiorek-Madzia Sylwia,Zkz - Zarządzanie karierą zawodową,ćwiczenia
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Gąsiorek-Madzia Sylwia,Zzl - Zarządzanie zasobami ludzkimi,wykład
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Jeziorski Ireneusz,Dzwsp - Dynamika zmian współczesnego społeczeństwa polskiego,nieznany
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Jeziorski Ireneusz,Mw/Aw - Metody wizualne / Antropologia wizualna,nieznany
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Jeziorski Ireneusz,Mwn - Metodologia w nauce,wykład
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Jeziorski Ireneusz,Pewzs - Problemy etyczne w zawodzie socjologa,nieznany
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Jeziorski Ireneusz,Ps - Podstawy socjologii,wykład
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Jeziorski Ireneusz,Sl - Seminarium licencjackie,nieznany
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Jeziorski Ireneusz,Sw/Bos - Socjologia wizualna / Badanie obrazów społecznych,wykład
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Jeziorski Ireneusz,Wm - Wykład monograficzny,wykład
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Korzewski Marcin,Es/Is - Elementy socjotechniki / Inżynieria społeczna,projektowanie
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Korzewski Marcin,"Ko/Kiwwb</strong> (Środa 10:35-11:20) - Kultura organizacyjna / Kultura i wielokulturowość w biznesie, występowanie: (L) Stacjonarne<br><strong>Ko/Kiwwb</strong> (Niedziela 10:30-11:15) - Kultura organizacyjna / Kultura i wielokulturowść w biznesie, występowanie: (L) NZ WZiT_9zj<br><strong>Mw/Aw - Metody wizualne / Antropologia wizualna",nieznany
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Korzewski Marcin,Sm/Mminm - Socjologia mediów / Mass media i nowe media,projektowanie
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Kubisz-Muła Łukasz,Asnbd - Analizy statystyczne na bazach danych,laboratorium
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Kubisz-Muła Łukasz,Mbs - Metody badań socjologicznych,projektowanie
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Kubisz-Muła Łukasz,Ms2 - Metody statystyczne 2,ćwiczenia
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Kubisz-Muła Łukasz,Pd - Procesy demograficzne,nieznany
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Kubisz-Muła Łukasz,Ps - Projekt socjologiczny,projektowanie
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Michalski Dariusz,Fp - Finanse przedsiębiorstw,wykład
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Musialik Grażyna,Ap - Analiza portfelowa,wykład
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Musialik Grażyna,Apif - Analiza przedsięwzięć inwestycyjnych firmy,wykład
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Musialik Grażyna,Fp - Finanse przedsiębiorstw,ćwiczenia
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Musialik Grażyna,Rz - Rachunkowość zarządcza,wykład
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Musialik Grażyna,Sfo - Strategie finansowania organizacji,ćwiczenia
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Piątek Katarzyna,Bz/Mpzgiz - Budowanie zespołu / Metody pracy z grupą i zespołem,nieznany
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Piątek Katarzyna,C/Pcim - Coaching / Podstawy coachingu i mentoringu,nieznany
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Piątek Katarzyna,K - Konwersatorium,nieznany
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Piątek Katarzyna,Ki - Komunikacja interpersonalna,nieznany
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Piątek Katarzyna,Mpup/Pg - Motywowanie pracowników - uwarunkowania psychospołeczne / Psychologia gratyfikacji,wykład
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Piątek Katarzyna,Pcim - Podstawy coachingu i mentoringu,nieznany
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Piątek Katarzyna,Pwb - Psychologia w biznesie,nieznany
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Piecuch Paweł,Amb - Analiza modeli biznesowych,projektowanie
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Piecuch Paweł,M - Mikroekonomia,ćwiczenia
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Piecuch Paweł,Pe - Podstawy ekonomii,ćwiczenia
